index,text,heart_disease_detected
1323,sublimosa said worked half day just got in door bloody cold out there half day sounds great m hoping to be out of here by 4pm my backup ended up not coming in legitimately because her mom with congestive heart failure is in the hospital but the boss took today off so the mice are running this show oh and tenant on the property is away for the week so told him was taking his parking spot he super cool have piles of paperwork on my desk that need attention or filing files are full because m waiting to move my office which was supposed to happen last year then archive stuff ,no
1324,preoperative diagnosis es 1 endocarditis 2 status post aortic valve replacement with st jude mechanical valve 3 pericardial tamponade postoperative diagnosis es 1 endocarditis 2 status post aortic valve replacement with st jude mechanical valve 3 pericardial tamponade procedure 1 emergent subxiphoid pericardial window 2 transesophageal echocardiogram anesthesia general endotracheal findings the patient was noted to have 600 ml of dark bloody fluid around the pericardium we could see the effusion resolve on echocardiogram the aortic valve appeared to have good movement in the leaflets with no perivalvular leaks there was no evidence of endocarditis the mitral valve leaflets moved normally with some mild mitral insufficiency description of the operation the patient was brought to the operating room emergently after adequate general endotracheal anesthesia his chest was prepped and draped in the routine sterile fashion small incision was made at the bottom of the previous sternotomy incision the subcutaneous sutures were removed the dissection was carried down into the pericardial space blood was evacuated without any difficulty pericardial blake drain was then placed the fascia was then reclosed with interrupted vicryl sutures the subcutaneous tissues were closed with running monocryl suture subdermal pds followed by subcuticular monocryl suture were all performed the wound was closed with dermabond dressing the procedure was terminated at this point the patient tolerated the procedure well and was returned back to the intensive care unit in stable condition ,yes
1325,codex entries queen dianna snowcrown age 17 height 5 4 build petite and lithe hair color silver eye color pale blue the young queen of the elmine theocracy and childhood friend of lucius she and lucius were originally introduced as children by their parents during the years when house morningstar was the most powerful and influential of the four great houses unbeknownst to them their parents had betrothed them in secret an arrangement that crumbled along with house morningstar over the years she has maintained close friendship with lucius and the two visit each other often however their friendship is highly controversial and outright frowned upon by the other nobles especially dianna uncle and duchess marion head of the great house gracewind there are rumors that duchess marion and archduke fallon are currently having secret talks about an arranged marriage between marion son and queen dianna behind the queen back lucius morningstar age 19 height 6 1 build athletic and muscular hair color light blond eye color reddish brown the youngest son of the esteemed but eccentric adventurer larius morningstar lucius father was once well respected scholar politician and explorer and the vast amounts of wealth he accumulated served to make house morningstar the wealthiest noble house in all of elmine however that changed once he became obsessed with finding the lost secrets of the legendary bard taliesin since his father regularly spent long periods of time abroad lucius was given formal education and raised to be leader from young age he grew up on stories of taliesin and stories brought back from his father travels and those drove him to study music and literature he soon proved to be musical prodigy with naturally beautiful singing voice and was granted full scholarship to the bard college in daram at an unprecedented age few months before he was set to graduate however his father disappeared and his house went bankrupt his older brother abandoned the family to join the holy knights soon after leaving young lucius suddenly in charge of the entire estate he spent the next several years fighting to keep his family name and status and struggling to pay off their debt and earn money at the same time now while house morningstar is still technically great house thanks to lucius efforts they have no real power he is very pragmatic individual even bit cynical but is adept at hiding his true feelings he has an intense hatred for his brother and is determined to restore his fallen house to its former glory by proving his father was right and finding the lost secrets of taliesin garth valastair wizened old retainer of house morningstar he served lucius father before him and his father before that he has seen two generations of mornibgstars come and go and is as much part of the house history as the house itself while he can be bit stubborn and set in his ways he is faithful and loyal and genuinely wants the best for the house he often nags and complains about lucius unorthodox methods and sometimes his apparent irresponsibility but he cares for the boy like his grandson and knows deep down just how much lucius cares about him and the house the great house morningstar formerly the most powerful of all the noble houses in elmine second only to the royal family the great house morningstar suffered series of rapid declines and financial problems after the former head larius morningstar spent the entire family fortune on failed expedition into the wilds in search of taliesin lost secrets it was an expedition from which he never returned shortly after his wife elizabeth morningstar passed away in her sleep due to heart failure and the eldest son of the family abandoned his duties and joined the holy knights thus making the youngest son lucius the de facto head of the house the great house has retained its rank in the nobility albeit barely but any remaining influence now only stems from lucius friendship with queen dianne the great house morningstar is one of the oldest families in all of elmine note as you unlock more entries more and more entries will be filled and fleshed out think of it like puzzle you may need to find many different codex entries in order to see character full backstory or read the whole truth of something at first most codex entries will be only partially complete instead of making new post for every entry will edit them here you should always be able to search for this post using the word codex and it should always be the first or second result only playable characters and plot important characters will have their personal data like age and eye color listed here ,no
1326,a new study finds the price of insulin has tripled in only 10 years friday april 08 2016 follow us featured cost of insulin rises threefold in just decade study americans with diabetes who rely on insulin to keep their blood sugar levels in check are facing sticker shock new study finds the price of insulin has tripled in only 10 years moreover since read more news diabetes cases quadruple worldwide since 1980 report the number of adults worldwide with diabetes has quadrupled in the past 35 years new report shows climbing from 108 million in 1980 to 422 million in 2014 the increases were particularly read more fda 2 diabetes drugs may be linked to heart failure risk diabetes drugs containing saxagliptin and alogliptin may raise the risk of heart failure particularly in patients with heart or kidney disease s health officials warned tuesday drugs containing read more weight loss surgery may help control type 2 diabetes in long run new research adds to growing evidence that weight loss surgery helps patients with type 2 diabetes lower their blood sugar levels for at least five years left unchecked diabetes can lead to kidney read more diabetes management center medicinenet diabetes center gives you all of the tools necessary to manage your diabetes get access to various diabetes topics slideshows quizzes and medications for reference diabetes mellitus is chronic condition characterized by high levels of sugar in the blood the two types of diabetes are type 1 and type 2 symptoms of diabetes include increased urine output thirst hunger and fatigue treatment of diabetes depends on the type read more health tools picture slideshows quizzes health living pinpoint your pain medical word of the day more newsletters diseases and conditions medical picture of the day medicinenet home,no
1327,about 400 000 americans have protean hemorrhage it is expressly not fatal disease but it is undoubtedly an unpredictable disease of your neurological system that disrupts communication involving the brain and also other parts of the body it is for certainty an autoimmune death by which immune cells attack and destroy the myelin sheath which stimulates neurons in the acumen and spinal cord multiple heart failure is potentially debilitating disease through which your body defense mechanisms absorb away on the protective sheath that covers your nerves for that reason if the myelin is down and out nerve messages are sent more circumspectly and shorter practically the progress severity and particular signs and symptoms of ms are unpredictable and mark out from one character to another completely ms symptoms can negatively mirror standard of living ever so many ague is usually disease that affects the transmission in relation to stable state impulses inwards central nervous tendency essentially of the move experience their first indications of ms occurring between 18 and 45 years of age indications can be judicious including numbness in the limbs to truculent including paralysis or loss about vision the symptoms may mysteriously occur after which disappear its effects can vary from appreciably mild normally to somewhat disabling to devastating within the worst cases piece with ms may be untalented to trace speak or walk this decreases the communication between your viscera and your entire type class ultimately this will to newfashioned deterioration of your trepidation themselves procedure that not repairable in severe cases person who has ms free choice not be extant able to write speak or demesne except within rare cases of steep bugbear the majority of people in general partnered with ms lay down got stock or near normal expected life and usually part save the same conditions heart disease cancer that affect the general population the natural course of ms is unpredictable the illness happens to remain prepotent in white women and people who have home from chilly climates platoon of men are minimally illuminated with the illness timebinding others sustain rapid grand tour to recite disability main body deme with ms are able into carry on and walk and function at their opuscule for varying years after their diagnosis it is hard toward shadow forth how multiple sclerosis transmit traject in another person the standards linked upon the mildest exit of ms is escape to be female getting the relapsing remitting organism getting the leading symptoms at younger become extinct having longer periods of remission between relapses and initial signs as respects lessened tremor of excitement ochroid vision considering opposed to of weakness or incoordination physician can diagnose ms in some sufferers shortly following the condition begins the majority of patients inclusive of multiple sclerosis are mildly affected but in the worst cases matter cheeks render someone unable to write speak for itself crest mall thankfully patients with multiple atrial fibrillation who climb down the ample hydropathic therapy pack regain power through their bodies and effervescent quicksilver normal lives on addition occasions however doctors may ground combat to identify the cause of the symptoms straight in reverse bringing randomly many years speaking of uncertainty and multiple diagnoses interspersed with baffling indications that singularly come into being and depart uniform though they can turnaround for the ere existing nerve damage nor fully get rid of it most not few crystallization treatments can substantially alleviate symptoms preventing the occurrence of severe complications ,no
1328,reason for transfer need for cardiac catheterization done at abcd transfer diagnoses 1 coronary artery disease 2 chest pain 3 history of diabetes 4 history of hypertension 5 history of obesity 6 1 1 cm lesion in the medial aspect of the right parietal lobe 7 deconditioning consultations cardiology procedures 1 echocardiogram 2 mri of the brain 3 lower extremity duplex ultrasound hospital course please refer to my p for full details in brief the patient is 64 year old male with history of diabetes who presented with 6 hours of chest pressure he was brought in by friend the friend states that the patient deteriorated over the last few weeks to the point that he is very short of breath with exertion he apparently underwent cardiac workup 6 months ago that the patient states he barely passed his vital signs were stable on admission he was ruled out for myocardial infarction with troponin x2 an echocardiogram showed concentric lvh with an ef of 62 had cardiology come to see the patient who reviewed the records from fountain valley based on his stress test in the past dr felt the patient needed to undergo cardiac cath during his inpatient stay the patient on initial presentation complained of what sounded like amaurosis fugax performed an mri which showed 1 cm lesion in the right parietal lobe was going to call neurology at xyz for evaluation however secondary to his indication for transfer this could be followed up at abcd with dr the patient is now stable for transfer for cardiac cath discharged to abcd discharge condition stable discharge medications 1 aspirin 325 mg o daily 2 lovenox 40 mg o daily 3 regular insulin sliding scale 4 novolin 70 30 15 units i 5 metformin 500 mg o daily 6 protonix 40 mg o daily discharge followup followup to be arranged at abcd after cardiac cath ,yes
1329,preoperative diagnoses 1 empyema thoracis 2 need for intravenous antibiotics postoperative diagnoses 1 empyema thoracis 2 need for intravenous antibiotics procedure central line insertion description of procedure with the patient in his room after obtaining the informed consent his left deltopectoral area was prepped and draped in the usual fashion xylocaine 1 was infiltrated and with the patient in the trendelenburg position the left subclavian vein was subcutaneously cannulated without any difficulty the triple lumen catheter was inserted and all ports were flushed out and were irrigated with normal saline the catheter was fixed to the skin with sutures the dressing was applied and then the chest ray was obtained which showed no complications of the procedure and good position of the catheter ,yes
1330,description keynote address at the ted rogers centre for heart research 1st scientific symposium is delivered by dr hugh watkins professor of cardiovascular medicine at the university of oxford his world renown research focuses on molecular genetic analysis of cardiovascular disease spanning rare inherited diseases through to large scale studies of the genetic underpinnings of coronary artery disease www trchrsymposium ca www tedrogersresearch ca tags published wed jul 20 11 25 11 edt 2016,no
1331,usually the side effects are rare but believe if the dose is higher everybody will suffer especally if combined with cortison usually you dont get just one side effect but many combined,no
1332,preoperative diagnoses 1 right hyoid mass rule out carcinomatosis 2 weight loss 3 chronic obstructive pulmonary disease postoperative diagnoses 1 right hyoid mass rule out carcinomatosis 2 weight loss 3 chronic obstructive pulmonary disease 4 changes consistent with acute and chronic bronchitis 5 severe mucosal irregularity with endobronchial narrowing of the right middle and lower lobes 6 left vocal cord irregularity procedure performed fiberoptic flexible bronchoscopy with lavage brushings and endobronchial mucosal biopsies of the right bronchus intermedius right lower lobe anesthesia demerol 50 mg with versed 3 mg as well as topical cocaine and lidocaine solution location of procedure endoscopy suite 4 after informed consent was obtained and following the review of the procedure including procedure as well as possible risks and complications were explained and consent was previously obtained the patient was sedated with the above stated medication and the patient was continuously monitored on pulse oximetry noninvasive blood pressure and ekg monitoring prior to starting the procedure the patient was noted to have baseline oxygen saturation of 86 on room air subsequently she was given bronchodilator treatment with atrovent and albuterol and subsequent saturation increased to approximately 90 to 91 on room air the patient was placed on supplemental oxygen as the patient was sedated with above stated medication as this occurred the bronchoscope was inserted into the right naris with good visualization of the nasopharynx and oropharynx the cords were noted to oppose bilaterally on phonation there was some slight mucosal irregularity noted on the vocal cord on the left side additional topical lidocaine was instilled on the vocal cords at which point the bronchoscope was introduced into the trachea which was midline in nature the bronchoscope was then advanced to the distal trachea and additional lidocaine was instilled at this time the bronchoscope was further advanced through the main stem and additional lidocaine was instilled bronchoscope was then further advanced into the right upper lobe which revealed no evidence of any endobronchial lesion the mucosa was diffusely friable throughout bronchoscope was then slowly withdrawn into the right main stem and additional lidocaine was instilled at this point the bronchoscope was then advanced to the right bronchus intermedius at this time it was noted that there was severe mucosal irregularities of nodular in appearance significantly narrowing the right lower lobe and right middle lobe opening the mucosal area throughout this region was severely friable additional lidocaine was instilled as well as topical epinephrine at this time bronchoscope was maintained in this region and endobronchial biopsies were performed at the initial attempt of inserting biopsy forceps some resistance was noted within the proximal channel at this time making advancement of the biopsy forceps out of the proximal channel impossible so the biopsy forceps was withdrawn and the bronchoscope was completely withdrawn and new bronchoscope was then utilized at this time bronchoscope was then reinserted into the right naris and subsequently advanced to the vocal cords into the right bronchus intermedius without difficulty at this time the biopsy forceps were easily passed and visualized in the right bronchus intermedius at this time multiple mucosal biopsies were performed with some mild oozing noted several aliquots of normal saline lavage followed after completion of multiple biopsies there was good hemostasis cytology flushing was also performed in this region and subsequently several aliquots of additional normal saline lavage was followed bronchoscope was unable to be passed distally to the base of the segment of the right lower lobe or distal to the further visualized endobronchial anatomy of the right middle lobe subsegments the bronchoscope was then withdrawn to the distal trachea at this time bronchoscope was then advanced to the left main stem additional lidocaine was instilled the bronchoscope was advanced to the left upper and lower lobe subsegments there was no endobronchial lesion visualized there is mild diffuse erythema and fibromucosa was noted throughout no endobronchial lesion was visualized in the left bronchial system the bronchoscope was then subsequently further withdrawn to the distal trachea and readvanced into the right bronchial system at this time bronchoscope was readvanced into the right bronchus intermedius and additional aliquots of normal saline lavage until cleared there is no gross bleeding evidenced at this time or diffuse mucosal erythema and edema present throughout the bronchoscope was subsequently withdrawn and the patient was sent to recovery room during the bronchoscopy the patient noted ________ have desaturation and required increasing fio2 with subsequent increased saturation to 93 to 94 the patient remained at this level of saturation or greater throughout the remaining of the procedure the patient postprocedure relates having some intermittent hemoptysis prior to the procedure as well as moderate exertional dyspnea this was confirmed by her daughter and mother who were also present at the bedside postprocedure the patient did receive nebulizer bronchodilator treatment immediately prebronchoscopy and postprocedure as well the patient also admitted to continued smoking in spite of all of the above the patient was extensively counseled regarding the continued smoking especially with her present symptoms she was advised regarding smoking cessation the patient was also placed on prescription of prednisone 2 mg tablets starting at 40 mg day decreasing every three days to continue to wean off the patient was also administered solu medrol 60 mg iv x1 in recovery room there was no significant bronchospastic component noted although because of the severity of the mucosal edema erythema and her complaints short course of steroids will be instituted the patient was also advised to refrain from using any aspirin or other nonsteroidal anti inflammatory medication because of her hemoptysis at this time the patient was also advised that if hemoptysis were to continue or worsen or develop progressive dyspnea to either contact myself or return to abcd emergency room for evaluation of possible admission however the above was reviewed with the patient in great detail as well as with her daughter and mother who were at the bedsite at this time as well ,yes
1333,click to download download heart failure pathophysiology ppt background download heart failure pathophysiology ppt background ,no
1334,historically efforts to improve end of life care have focused primarily on patients with cancer but few studies have looked at the quality of end of life care for patients with other serious illnesses such as lung kidney or heart failure or dementia ,no
1335, quote fda must have been damn sure that the placebo rate cannot be less than 5 2 for the patient population that rit is studying based on their knowledge in the field quote you mean that wonderful expertise and knowledge that 13 days later caused them to cancel anchor spa fda saying anything about placebo rate in ac docs is pretty meaningless might have even just regurgitated what amrn says they expected appears to me that estimated event rates in paradigm hf trial were higher than what they actually got not going to try to figure out how off they were wise will leave that to the stats guys here control group had 693 deaths from cvd expected to have 840 4000 3yrs 7 http www nejm org doi full 10 1056 nejmoa1409077 af rss currentissue articletop quote we estimated that the annual rate of the primary end point would be 14 5 and the rate of death from cardiovascular causes would be 7 0 in the enalapril group calculation of the sample size was based on mortality from cardiovascular causes we estimated that we would need to follow approximately 8000 patients for 34 months with 1229 deaths from cardiovascular causes to provide the study with power of 80 to detect relative reduction of 15 in the risk of death from cardiovascular causes in the lcz696 group at an overall two sided alpha level of 0 05 on the basis of these calculations we estimated that the primary end point would occur in 2410 patients which would provide power of 97 to detect 15 reduction in the risk of this outcome death from cardiovascular causes or hospitalization for heart failure the primary end point occurred in 914 patients 21 8 in the lcz696 group and 1117 patients 26 5 in the enalapril group hazard ratio in the lcz696 group 0 80 95 confidence interval ci 0 73 to 0 87 0 001 exact 4 0 10 7 figure 2afigure 2kaplan meier curves for key study outcomes according to study group and table 2table 2primary and secondary outcomes the difference in favor of lcz696 was seen early in the trial and at each interim analysis total of 558 deaths 13 3 in the lcz696 group and 693 16 5 in the enalapril group were due to cardiovascular causes hazard ratio 0 80 95 ci 0 71 to 0 89 0 001 figure 2b and table 2 of the patients receiving lcz696 537 12 8 were hospitalized for heart failure as compared with 658 patients 15 6 receiving enalapril hazard ratio 0 79 95 ci 0 71 to 0 89 0 001 figure 2c and table 2 over the duration of the trial the numbers of patients who would need to have been treated to prevent one primary event and one death from cardiovascular causes were 21 and 32 respectively quote ,no
1336,i am always dizzy get dizzy standing up so have made myself get up slow am dizzy when turn around or turn my head so again do these slow check my blood pressure every day and its usually around 94_ 113 65 _78 and have been told that normal in england we have fantastic hospital called christies which is cancer hospital but haven heard of hospital that is just for hearts so monday m going to make it my mission to find out if we have one or not ,yes
1337,orlando fl february 26 2016 vascular thrombosis is one of the conditions that is thought to be caused by physical inactivity individuals who live sedentary lifestyle are thought to be more susceptible to experiencing an impediment in their circulation which eventually leads to heart failure there is wide variety of medications available but there are also natural remedies believed to be helpful for the condition experts investigate the anti thrombotic properties of turmeric turmeric is one of the oldest medicinal spices that are widely used nowadays it is believed to offer myriad of health benefits its phytochemical called curcumin is believed to prevent and reverse certain types of diseases vascular thrombosis develops when clot or thrombus formation causes an impediment in the blood flow in the veins or arteries this condition is affecting an increasing number of people from around the world turmeric has anti thrombotic properties which are thought to inhibit blood clots these anti thrombotic properties of the spice are believed to be extremely helpful for individuals who suffer from vascular thrombosis the biochemical pharmacology featured study in 1999 in 2005 the journal of physiology and pharmacology also published study these studies reveal that curcumin has the potential ability to decrease the risk of clogged arteries strokes and heart attacks in 2009 the usda started the ongoing study that demonstrated the same findings the speakers in the 2010 american heart association stroke conference reiterated that the use of turmeric may be made even more efficient by using bioavailability enhancing ingredient turmeric has low bioavailability and this means that the absorption of its nutrients inside the body is limited it can be made even more effective when combined with bioavailability enhancing ingredient bioavailability enhancing ingredients include black pepper extract called bioperine the anti thrombosis properties of turmeric can be efficiently delivered when the spice is taken with bioavailability enhancing ingredient these therapeutic properties could be more effective then in dissolving blood clots what makes turmeric even more beneficial is that its use is not associated with side effects there are quite number of pharmaceutical drugs nowadays that are formulated to prevent blood clots however their use has been linked with breathing difficulties back pain headaches hemorrhage and excessive bleeding the most recommended turmeric supplements are those that contain black pepper extract called bioperine these supplements are believed to be more effective due to the combination of the two therapeutic ingredients amazon com turmeric curcumin bioperine pepper extract dp b00vsvkj8i about divine bounty divine bounty is family owned brand that manufactures high quality turmeric curcumin supplements passionate about the potential health benefits of turmeric the team behind divine bounty have carefully researched and sourced only the best ingredients to create the ideal blend of turmeric curcumin more details are available at http www divinebounty com media contact information melissa scott 407 545 7738 media divinebounty com www divinebounty com,no
1338,hello it does sound difficult do not have personal experience of chf but know form working in hospitals as dietitian that heart failure can be notoriously hard to prognosticate would definitely have that conversation with the gp as depression is big feature of your dad difficulties is he on an anti depressant ,no
1339,history of present illness mr abc is 60 year old gentleman who had markedly abnormal stress test earlier today in my office with severe chest pain after 5 minutes of exercise on the standard bruce with horizontal st depressions and moderate apical ischemia on stress imaging only he required 3 sublingual nitroglycerin in total please see also admission history and physical for full details the patient underwent cardiac catheterization with myself today which showed mild to moderate left main distal disease of 30 moderate proximal lad with severe mid lad lesion of 99 and mid left circumflex lesion of 80 with normal lv function and some mild luminal irregularities in the right coronary artery with some moderate stenosis seen in the mid to distal right pda discussed these results with the patient and he had been relating to me that he was having rest anginal symptoms as well as nocturnal anginal symptoms and especially given the severity of the mid left anterior descending lesion with markedly abnormal stress test felt he was best suited for transfer for pci discussed the case with dr at medical center who has kindly accepted the patient in transfer condition on transfer stable but guarded the patient is pain free at this time medications on transfer 1 aspirin 325 mg once day 2 metoprolol 50 mg once day but we have had to hold it because of relative bradycardia which he apparently has history of 3 nexium 40 mg once day 4 zocor 40 mg once day and there is fasting lipid profile pending at the time of this dictation see that his ldl was 136 on may 3 2002 5 plavix 600 mg o x1 which am giving him tonight other medical history is inclusive for obstructive sleep apnea for which he is unable to tolerate positive pressure ventilation gerd arthritis disposition the patient and his wife have requested and are agreeable with transfer to medical center and we are enclosing the cd rom of his images ,yes
1340,when you think about massive heart attack you probably imagine someone who suddenly clutches their chest and collapses this is not always the scenario even with large heart attack although some heart attacks are more dramatic than others heart attack is always serious whether heart attack is mild or severe you can improve your odds of living the longest healthiest life possible if you know what to do what causes heart attacks all heart attacks occur when circulation of blood to the heart is blocked if the blockage is not rapidly opened heart tissue will die from lack of oxygen most often heart attack also called myocardial infarction mi is result of coronary heart disease chd coronary heart disease is narrowing of the coronary arteries which bring blood into the heart muscle coronary heart disease is most often caused by atherosclerosis buildup of fatty plaque on the artery walls narrowed coronary arteries reduce blood flow to the heart muscle and can cause chest pain angina especially during exercise or stress in addition blood clots form more easily in narrowed artery damaged by fatty plaques blood clot can completely block blood flow causing heart attack and life threatening heart damage angina is not heart attack but if it does not go away with rest or after taking nitroglycerin it is sign of developing heart attack what is mild heart attack mild heart attack affects relatively small portion of the heart muscle or does not cause much permanent heart damage this is because the blockage in coronary artery occurs in small artery that supplies small portion of the heart muscle does not completely block blood flow to the heart or lasts briefly it is common misconception that mild heart attack is not serious even if the area of the heart affected is small heart attack can result in permanent heart damage and life threatening problems that affect you for the rest of your life including heart failure an abnormal heart beat arrhythmia and higher risk of second heart attack what is massive heart attack massive heart attack affects large portion of the heart muscle or causes large amount of heart damage this can happen if the blockage in coronary artery occurs in large artery that supplies large portion of the heart completely blocks blood flow to the heart or lasts for long period of time massive heart attack can result in collapse cardiac arrest when your heart stops beating and rapid death or permanent heart damage massive heart attack can also lead to heart failure arrhythmia and higher risk of second hear,no
1341,chief complaint 1 1 this 62 year old female presents today for evaluation of angina associated signs and symptoms associated signs and symptoms include chest pain nausea pain radiating to the arm and pain radiating to the jaw context the patient has had no previous treatments for this condition duration condition has existed for 5 hours quality quality of the pain is described by the patient as crushing severity severity of condition is severe and unchanged timing onset frequency onset was sudden and with exercise patient has the following coronary risk factors smoking 1 packs day for 40 years and elevated cholesterol for 5 years patient elevated cholesterol is not being treated with medication menopause occurred at age 53 allergies no known medical allergies medication history patient is currently taking estraderm 0 05 mg day transdermal patch pmh past medical history unremarkable psh no previous surgeries social history patient admits tobacco use she relates smoking history of 40 pack years family history patient admits family history of heart attack associated with father deceased ros unremarkable with exception of chief complaint physical examination general patient is 62 year old female who appears pleasant her given age well developed oriented well nourished alert and moderately overweight vital signs bp sitting 174 92 resp 28 hr 88 temp 98 6 height 5 ft 2 in weight 150 lbs heent inspection of head and face shows head that is normocephalic atraumatic without any gross or neck masses ocular motility exam reveals muscles are intact pupil exam reveals round and equally reactive to light and accommodation there is no conjunctival inflammation nor icterus inspection of nose reveals no abnormalities inspection of oral mucosa and tongue reveals no pallor or cyanosis inspection of the tongue reveals normal color good motility and midline position examination of oropharynx reveals the uvula rises in the midline inspection of lips teeth gums and palate reveals healthy teeth healthy gums no gingival hypertrophy no pyorrhea and no abnormalities neck neck exam reveals neck supple and trachea that is midline without adenopathy or crepitance palpable thyroid examination reveals smooth and symmetric gland with no enlargement tenderness or masses noted carotid pulses are palpated bilaterally are symmetric and no bruits auscultated over the carotid and vertebral arteries jugular veins examination reveals no distention or abnormal waves were noted neck lymph nodes are not noted back examination of the back reveals no vertebral or costovertebral angle tenderness and no kyphosis or scoliosis noted chest chest inspection reveals intercostal interspaces are not widened no splinting chest contours are normal and normal expansion chest palpation reveals no abnormal tactile fremitus lungs chest percussion reveals resonance assessment of respiratory effort reveals even respirations without use of accessory muscles and diaphragmatic movement normal auscultation of lungs reveal diminished breath sounds bibasilar heart the apical impulse on heart palpation is located in the left border of cardiac dullness in the midclavicular line in the left fourth intercostal space in the midclavicular line and no thrill noted heart auscultation reveals rhythm is regular normal s1 and s2 no murmurs gallop rubs or clicks and no abnormal splitting of the second heart sound which moves normally with respiration right leg and left leg shows evidence of edema 6 abdomen abdomen soft nontender bowel sounds present 4 without palpable masses palpation of liver reveals no abnormalities with respect to size tenderness or masses palpation of spleen reveals no abnormalities with respect to size tenderness or masses examination of abdominal aorta shows normal size without presence of systolic bruit extremities right thumb and left thumb reveals clubbing pulses the femoral popliteal dorsalis pedis and posterior tibial pulses in the lower extremities are equal and normal the brachial radial and ulnar pulses in the upper extremities are equal and normal examination of peripheral vascular system reveals varicosities absent extremities warm to touch edema present pitting and pulses are full to palpation femoral pulses are 2 4 bilateral pedal pulses are 2 4 bilateral neurological testing of cranial nerves reveals nerves intact oriented to person place and time mood and affect normal and appropriate to situation deep tendon reflexes normal touch pin vibratory and proprioception sensations are normal babinski reflex is absent coordination is normal speech is not aphasic musculoskeletal muscle strength is 5 5 for all groups tested gait and station examination reveals midposition without abnormalities skin no skin rash subcutaneous nodules lesions or ulcers observed skin is warm and dry with normal turgor and there is no icterus lymphatics no lymphadenopathy noted impression angina pectoris other and unspecified plan diagnostic lab orders ordered serum creatine kinase isoenzymes ck isoenzymes electrocardiogram routine ecg with at least 12 leads with interpretation and report the following cardiac risk factor modifications are recommended quit smoking and reduce ldl cholesterol to below 120 mg dl patient instructions ,yes
1342,reason for consult was asked to see this patient with metastatic non small cell lung cancer on hospice with inferior st elevation mi history of present illness the patient from prior strokes has expressive aphasia is not able to express herself in clear meaningful fashion her daughter who accompanies her is very attentive whom had met previously during drainage of malignant hemorrhagic pericardial effusion last month the patient has been feeling well for the last several weeks per the daughter but today per the personal aide became agitated and uncomfortable at about 2 30 m at about 7 m the patient began vomiting was noted to be short of breath by her daughter with garbled speech arms flopping and irregular head movements her daughter called 911 and her symptoms seemed to improve then she began vomiting when the patient daughter asked her if she had chest pain the patient said yes she came to the emergency room an ekg showed inferior st elevation mi was called immediately and knowing her history especially her hospice status with recent hemorrhagic pericardial effusion felt thrombolytic was contraindicated and she would not be candidate for aggressive interventional therapy with pci cabg she was begun after discussion with the oncologist on heparin drip and has received morphine nitro and beta blocker and currently states that she is pain free repeat ekg shows normalization of her st elevation in the inferior leads as well as normalization of prior reciprocal changes past medical history significant for metastatic non small cell lung cancer in early to mid december she had an admission and was found to have malignant pericardial effusion with tamponade requiring urgent drainage we did repeat an echo several weeks later and that did not show any recurrence of the pericardial effusion she is on hospice from the medical history atrial fibrillation hypertension history of multiple cva medications medications as an outpatient 1 amiodarone 200 mg once day 2 roxanol concentrate 5 mg three hours r pain allergies codeine no shrimp seafood or dye allergy family history negative for cardiac disease social history she does not smoke cigarettes she uses alcohol no use of illicit drugs she is divorced and lives with her daughter she is retired medical librarian from florida review of systems unable to be obtained due to the patient aphasia physical examination height 5 feet 3 weight of 106 pounds temperature 97 1 degrees blood pressure ranges from 138 82 to 111 87 pulse 61 respiratory rate 22 o2 saturation 100 on general exam she is an elderly woman with now marked aphasia which per her daughter waxes and wanes was more pronounced and she nods her head up and down when she says the word no and conversely she nods her head side to side when she uses the word yes with some discordance in her head gestures with vocalization heent shows the cranium is normocephalic and atraumatic she has dry mucosal membrane she now has right facial droop which per her daughter is new neck veins are not distended no carotid bruits visible skin warm well perfused lungs are clear to auscultation anteriorly no wheezes cardiac exam s1 s2 regular rate no significant murmurs pmi is nondisplaced abdomen soft nondistended extremities without edema on limited exam neurological exam seems to show only the right facial droop diagnostic laboratory data ekgs as reviewed above her last ecg shows normalization of prior st elevation in the inferior leads with waves and first degree av block pr interval 280 milliseconds further lab shows sodium 135 potassium 4 2 chloride 98 bicarbonate 26 bun 9 creatinine 0 8 glucose 162 troponin 0 17 inr 1 27 white blood cell count 1 3 hematocrit 31 platelet count of 179 chest ray no significant pericardial effusion impression the patient is 69 year old woman with metastatic non small cell lung cancer with recent hemorrhagic pericardial effusion now admitted with cerebrovascular accident and transient inferior myocardial infarction which appears to be canalized will discuss this in detail with the patient and her daughter and clearly her situation is quite guarded with likely poor prognosis which they are understanding of recommendations 1 think it is reasonable to continue heparin but clearly she would be at risk for hemorrhagic pericardial effusion recurrence 2 morphine is appropriate especially for preload reduction and other comfort measures as appropriate 3 would avoid other blood thinners including plavix integrilin and certainly she is not candidate for thrombolytic with which the patient and her daughter are in agreement with after long discussion other management as per the medical service have discussed the case with dr of the hospitalist service who will be admitting the patient ,yes
